id,text,label
978,"Это история о любви, предательстве и мести. Главный герой Джек попадает в сложную ситуацию после того, как его лучший друг продал ему поддельные акции компании. Он решает разобраться во всем сам и начинает свое расследование. Но чем дальше он продвигается, тем больше понимает, что за этим стоит нечто большее, чем просто бизнес-интриги.",1
979,"Фильм года — так называют эту драму критики. История любви двух молодых людей, которые встречаются случайно во время путешествия по Америке. Их отношения развиваются медленно, но постепенно становятся все более глубокими и эмоциональными. Фильм наполнен романтикой, чувствами и жизненной мудростью.",1
980,"В этом фильме вы увидите историю человека, который смог изменить свою жизнь. Он был обычным парнем без особых перспектив, но однажды он нашел свой путь и начал идти по нему. Его упорство и целеустремленность вдохновляют всех зрителей. Фильм показывает, как важно верить в себя и не сдаваться перед трудностями. Эта история будет интересна всем тем, кто хочет достичь своих целей и не боится рисковать.",1
981,"Этот фильм рассказывает историю о молодом человеке по имени Джонни, который решил отправиться в кругосветное путешествие, чтобы преодолеть свои страхи и обрести уверенность в себе. Путешествуя через разные страны и континенты, он знакомится с разными людьми и культурами, узнает много нового об окружающем мире и самом себе. Однако, несмотря на все трудности и испытания, Джонни продолжает двигаться вперед, пока наконец-то не достигает своей главной цели – стать тем человеком, которым он всегда хотел быть. Эта увлекательная и вдохновляющая история поможет каждому зрителю задуматься о своем пути в жизни и о том, какие препятствия нужно преодолевать ради достижения своих целей.",1
982,"Это история о любви, дружбе и самопожертвовании. Главный герой - Марк, успешный бизнесмен, которому надоело все вокруг. В поисках новых впечатлений он отправляется в путешествие по миру. Там он знакомится с девушкой Алисой, которая работает гидом. Они начинают общаться и постепенно между ними возникает сильное чувство. Но неожиданно жизнь ставит перед героями испытание - им предстоит сделать выбор между своими чувствами и долгом.",1
983,"Фильм повествует об успешном предпринимателе Ричарде, который внезапно теряет свою жену из-за несчастного случая. Чтобы справиться со своим горем, он решается отправиться в кругосветное путешествие вместе со своей дочерью Сарой. Во время путешествия они встречают множество людей разных национальностей и культурных традиций, которые помогают им понять ценность жизни и преодолеть горечь утраты.",1
984,"Женщины, выпивка и веселые шутки – вот радости добродушного ирландского полицейского, сержанта Джерри Бойла. Он никогда не помышлял о геройстве, пока однажды в городишке Голуэй не появился агент ФБР, который призвал незадачливого служителя порядка помочь ему накрыть международную банду наркоторговцев. Смогут ли сработаться веселый рыжий ирландец и решительный афроамериканец? Ведь дело, за которое они взялись, окажется таким же непредсказуемым, как и они сами...",0
985,Категорически не приемлющий женского общества грубоватый фермер вполне счастлив и доволен своей холостяцкой жизнью. Но неожиданно появившаяся в его жизни женщина пытается изменить его взгляды на жизнь и очаровать его.,0
986,"Фильм Сила любви — это история о том, как двое молодых людей, Джонни и Лиза, пытаются найти свое место в жизни. Они оба мечтают добиться успеха в мире музыки, но каждый идет своим путем. Их встреча становится поворотным моментом в судьбе обоих героев. Но смогут ли они объединить усилия и создать настоящую команду или же будут бороться друг против друга? Ответы на эти вопросы вы найдете в этом увлекательном фильме.",1
987,"Пространство, в котором они существуют, диктует жестокое условие – влюбленные должны находиться не ближе метра друг от друга, им недоступно даже прикосновение. Но истинная любовь не знает границ, и чем сильнее чувства, тем больше соблазн нарушить правила…",0
988,"Исчезнувший мир — это эпическая драма, рассказывающая о последствиях глобальной катастрофы, вызванной экологической катастрофой. Мир превращается в пустыню, и люди вынуждены бороться за выживание. Главный герой, бывший военный, вместе со своими друзьями и семьей пытается спастись от смертельной опасности и восстановить порядок в новом мире. Фильм сочетает в себе элементы постапокалипсиса, драмы и боевика, создавая атмосферу страха и надежды одновременно.",1
989,"Приготовьтесь окунуться в атмосферу интриги и тайны! В нашем фильме вам предстоит разгадать множество головоломок и решить сложные задачи. Вы будете наблюдать за борьбой добра со злом, сражаться вместе с героями и переживать каждый их шаг. Но помните, что только от ваших решений зависит исход этой битвы. Присоединяйтесь к нам и станьте частью этого эпического приключения!",1
990,"Этот фильм рассказывает историю молодого человека по имени Том, который после окончания школы решает отправиться в кругосветное путешествие. Во время своего путешествия он знакомится с разными людьми, посещает различные страны и города, открывает новые горизонты и расширяет свой кругозор. Однако, несмотря на все приключения и открытия, главный герой начинает задумываться о том, какова цель его жизни? Что он хочет достичь в этой жизни? И какую роль играют деньги в достижении этих целей? Ответы на эти вопросы помогают Тому осознать свою истинную сущность и определить направление своей дальнейшей судьбы.",1
991,"Фильм повествует об обычной семье, которая неожиданно сталкивается с необъяснимыми явлениями паранормального характера. Они вынуждены бороться за выживание, используя свой ум и смекалку против сверхъестественных сил.",1
992,"Гитлеровская Германия. У немного стеснительного 10-летнего Йоханнеса Бетслера, члена Гитлерюгенда и большого поклонника официального курса, есть лучший друг — воображаемый Адольф Гитлер. Хоть мальчик сам ещё никак не научится завязывать шнурки, он отправляется на выходные в военно-патриотический лагерь, где, не решившись убить кролика, получает прозвище Кролик Джоджо. А после, пытаясь доказать окружающим свою смелость, парень случайно подрывается на гранате. Но вскоре у Джоджо появится более веская причина для волнения, чем собственные шрамы, — он выясняет, что мама прячет в доме еврейскую девушку.",0
993,"Звезда порно принимает роль в фильме, не понимая, что режиссер этого фильма - убийца. После начала съемок фильм превращается в кровавый ужастик...",0
994,"Фантастический боевик о супергероях, сражающихся со злом во имя справедливости и мира на Земле.",1
995,"После гибели подчинённого бывалый инструктор бригады пожарных Алексей Соколов хотел было уволиться, но лето в России — жаркая пора. Взяв в команду шестым нахального новичка, парня своей дочери, Соколов отправляется на очередное задание в Карелию. И это задание будет гораздо сложнее, чем он мог себе представить.",0
996,"Германская империя, 1917 год. Преисполненные патриотизмом 19-летний Пауль Боймер и его друзья-одноклассники отправляются добровольцами на фронт, где им предстоит испытать на себе ужасы Первой мировой войны.",0
997,"Главный герой фильма — успешный бизнесмен Джек. Его карьера идет вверх, но личная жизнь полна проблем. После развода с женой он остается один с двумя детьми. Однажды ему предлагают работу в другом городе, где он должен будет начать все сначала. Сможет ли Джек справиться с новыми вызовами? Как изменится его отношение к детям после переезда? И найдет ли он свою новую любовь? Этот фильм рассказывает историю человека, который готов рискнуть всем ради своей семьи и будущего.",1
998,"Эта эскадрилья стала «поющей» - так капитан Титаренко подбирал себе новичков. Его «старикам» было не больше двадцати, но «желторотиков», пополнение из летных училищ ускоренного выпуска, в бой все равно, по возможности, не пускали.",0
999,"Фильм рассказывает историю молодого человека по имени Дэвид, который живет обычной жизнью студента колледжа. Его дни проходят спокойно и без особых событий до тех пор, пока однажды он случайно не знакомится со странным парнем по имени Томас. Томас предлагает Дэвиду принять участие в эксперименте, связанном с путешествиями во времени. Сначала это кажется забавной шуткой, но вскоре Дэвид понимает, что это может быть реальностью. Вместе они отправляются в путешествие через разные эпохи и сталкиваются с различными препятствиями и трудностями. Смогут ли герои преодолеть их? Узнайте об этом сами!",1
1000,"Сюжет этого фильма разворачивается вокруг группы друзей, которые решают совершить ограбление банка ради шутки. Однако их безобидная затея оборачивается серьезными последствиями и ставит под угрозу всю их жизнь.",1
1001,"Бесстрашная Моана, дочь вождя маленького племени на острове в Тихом океане, больше всего на свете мечтает о приключениях и решает отправиться в опасное морское путешествие. Вместе с некогда могущественным полубогом Мауи им предстоит пересечь океан, сразиться со страшными чудовищами и разрушить древнее заклятие.",0
1002,"Команда лучших иллюзионистов мира проворачивает дерзкие ограбления прямо во время своих шоу, играя в кошки-мышки с агентами ФБР.",0
1003,"Фильм рассказывает историю молодого человека, который пытается найти свое место в мире. Он попадает в круговорот событий, где каждый шаг может изменить его жизнь навсегда. В этом фильме вы увидите борьбу за справедливость, любовь и дружбу, а также испытаете множество эмоций вместе с главным героем.",1
1004,"Странник - это захватывающая драма о судьбоносном выборе, который делает главный герой после трагической потери своего сына. Стивенс, успешный бизнесмен и отец семейства, теряет единственного ребенка из-за несчастного случая. После этого события он начинает задумываться о смысле жизни и своем месте в этом мире. Он принимает решение оставить свою работу и отправиться в долгое странствие по миру, чтобы найти ответы на вопросы, которые мучают его душу. Во время своих путешествий Стивенс встречается с разными людьми, узнает новые культуры и традиции, открывает для себя новые горизонты. Его путешествия становятся испытаниями на прочность, где он учится принимать решения и находить баланс между своими эмоциями и разумом. Эта история заставляет задуматься о важности принятия решений и ответственности перед самим собой.",1
1005,"Этот фильм рассказывает историю любви между двумя людьми, которые встречаются случайно во время путешествия по пустыне. Их любовь преодолевает все преграды и трудности, но смогут ли они остаться вместе?",1
1006,"Это захватывающая драма о двух друзьях, которые решили начать свой бизнес вместе. Они создали компанию, занимающуюся разработкой новых технологий. Однако вскоре между ними возникают разногласия, связанные с тем, какой путь развития выбрать. Один друг хочет продолжать работать над новыми проектами, а другой настаивает на инвестировании денег в уже готовые продукты. Фильм показывает, как друзья могут столкнуться с проблемами во взаимоотношениях даже тогда, когда они находятся рядом друг с другом.",1
1007,"Солдат по имени Коултер мистическим образом оказывается в теле неизвестного мужчины, погибшего в железнодорожной катастрофе. Коултер вынужден переживать чужую смерть снова и снова до тех пор, пока не поймет, кто – зачинщик катастрофы.",0
1008,"Фильм рассказывает историю молодого человека, который пытается разобраться со своими чувствами после трагической потери любимого человека. Он начинает понимать, что настоящая любовь может быть сильнее смерти и способна преодолеть любые преграды.",1
1009,"Спустя 40 лет после гибели Александра пожилой Птолемей, один из ближайших соратников Македонского, ставший после его смерти наместником Египта, решает рассказать и записать историю побед великого полководца. В течение восьми лет войско Александра Великого двигалось на Восток, к берегам мирового Океана.",0
1010,"1899 год, рождественский Петербург. Яркая праздничная жизнь бурлит на скованных льдом реках и каналах столицы. Накануне нового столетия судьба сводит тех, кому, казалось бы, не суждено было встретиться. Люди из совершенно разных миров, Матвей — сын фонарщика, его единственное богатство — доставшиеся по наследству посеребренные коньки; Алиса — дочь крупного сановника, грезящая о науке. У каждого — своя непростая история, но, однажды столкнувшись, они устремляются к мечте вместе.",0
1011,"Во время медового месяца Пейдж и Лео попадают в автокатастрофу. Пока жена находится в коме, Лео не отходит от ее кровати ни на час, но возвращение девушки к жизни омрачено потерей памяти - она не узнает любимого и не помнит об их романе. И тогда Лео решает заново завоевать сердце Пейдж.",0
1012,"Москва, 1950-е годы. Три молодые провинциалки приезжают в Москву в поисках того, что ищут люди во всех столицах мира — любви, счастья и достатка. Антонина выходит замуж, растит детей, любит мужа. Людмиле Москва представляется лотереей, в которой она должна выиграть свое особенное счастье. Катерина же отчаянно влюбляется, но избранник ее оставляет. Однако она не опускает руки, в одиночку растит дочь и к тому же успевает делать блестящую карьеру. В 40 лет судьба дарит ей неожиданную встречу.",0
1013,"Братья-фермеры Педро и Хайме обнаруживают в лесу изуродованное тело чистильщика, который, как выясняется, направлялся в соседний дом убить одержимого. Когда имеешь дело со злом, нужно соблюдать определённые правила, поэтому братья вместе с соседом Руисом решают отвезти заражённого подальше и там оставить, но тот по дороге исчезает. На следующий день демоническая сила убивает Руиса и его беременную жену, а братья пускаются в бега. Педро заезжает к бывшей супруге забрать детей, но приносит зло с собой.",0
1014,"Фильм рассказывает историю о двух братьях, которые выросли вместе в маленьком городке. Они были близки друг другу как никогда раньше, пока один из них не совершил страшную ошибку, которая навсегда изменила жизнь обоих. Братья вынуждены бежать из родного дома после того, как они стали подозреваемыми в убийстве местного полицейского. Их преследуют местные бандиты и полиция, а также собственная совесть и воспоминания об утраченном детстве. Смогут ли братья выжить в этом опасном мире?",1
1015,"Джеймсу можно позавидовать: должность личного помощника посла США во Франции, красавица-парижанка в качестве подружки, дорогие костюмы и непыльная работёнка оперативника ЦРУ. Но мечтает он совсем о другом — о полной приключений жизни настоящего тайного агента, спасающего мир кулаками, выстрелами и едкими репликами. Судьба иронично улыбается Джеймсу. Он получает настоящее боевое задание в придачу с напарником-сорвиголовой Чарли Уэксом. Но вскоре он понимает, что быть суперагентом не так уж и здорово, как он представлял.",0
1016,"Необычную мутацию обнаруживает у себя старшеклассница, когда во время первого секса нечаянно кастрирует и убивает своего бойфренда. Девушка не знает, что делать с собственной природой, но постепенно с ней примиряется. И входит во вкус, используя свой необычный орган как средство борьбы с мужским шовинизмом.",0
1017,"Несколько человек имели неосторожность обсуждать в групповом чате охоту на людей. Некоторое время спустя та же компания летит на частном самолёте, когда к ним в салон вваливается ничего непонимающий грязный мужчина, и встречает свою смерть — пассажиры жестоко его убивают. Ещё через какое-то время несколько человек приходят в себя на лесной поляне: во рту у них кляпы, рядом обнаруживается ящик со всевозможными оружием, а сами они стали мишенями в охоте на людей.",0
1018,"Знакомство с родителями подружки не предвещает молодому чернокожему фотографу из Нью-Йорка ничего хорошего, ведь семья девушки принадлежит к элитному белому обществу и живет в уединенном загородном доме. Если бы он только знал истинную причину своего приглашения, то немедленно бросился бы прочь.",0
1019,"В этом фильме вы увидите историю сильного человека, который преодолел все трудности и стал победителем. Его путь был полон препятствий, но он никогда не сдавался. Главные герои показывают пример того, как можно достичь своих целей, если верить в себя и идти вперед несмотря ни на что. Фильм вдохновляет на борьбу за свою мечту и напоминает нам о важности поддержки близких людей.",1
1020,"Главный герой — Брюс Робертсон, детектив-сержант сыскной полиции города Эдинбурга, стремящийся получить вакантную должность детектива-инспектора. Начальник Брюса Боб Тоал поручает ему руководство расследованием убийства японского студента в подземном переходе. Кроме Брюса на должность инспектора претендуют также его коллеги по отделу сыскной полиции. Робертсон использует все возможные средства, чтобы устранить соперников, подставляя и унижая их...",0
1021,"Фильм рассказывает историю двух друзей детства, Джона и Джека, которые выросли в одном районе и всегда были близки. Однако их судьбы разошлись после того как один стал успешным бизнесменом, а другой оказался за решеткой. Спустя годы они встречаются вновь и понимают, что у них есть общие цели и мечты. Их дружба проверяется на прочность, когда им приходится бороться против системы и своих собственных демонов, чтобы достичь успеха и справедливости.",1
1022,"Главный герой этого фильма — молодой человек по имени Джонни, который переживает трудные времена в своей жизни. Его родители разводятся, а сам он чувствует себя потерянным и одиноким. Но однажды ему приходит письмо от неизвестного адресата, которое меняет все. Письмо содержит инструкции для прохождения теста, который поможет Джону раскрыть свой потенциал и обрести цель в жизни. Путешествуя по разным странам и выполняя задания, Джон начинает понимать, кто он такой и куда хочет идти дальше.",1
1023,"Ноа вынуждена оставить свой город, бойфренда и друзей и переехать в особняк нового богатого мужа своей матери. Там она знакомится с Ником, своим сводным братом. Они влюбляются друг в друга.",0
1024,Над старшеклассницей Олив насмехаются из-за слуха о потере ею невинности в школе с пуританскими нравами. Но она превращает этот слух в достоинство и становится популярной.,0
1025,"Наш следующий сюжет рассказывает историю молодого человека по имени Джек. Он живет обычной жизнью, пока однажды ему не приходит письмо от незнакомого адресата. В письме содержится загадка, которую нужно разгадать, чтобы получить доступ к тайному архиву. Вместе с друзьями Джек начинает свое приключение, полное тайн и неожиданных открытий....",1
1026,"9 ноября неподалёку от Палм-Спрингс идёт подготовка к свадьбе. Найлз, парень одной из подружек невесты, не торопится облачаться в смокинг — в шортах и гавайской рубашке он запрыгивает в бассейн и целый день расслабленно выпивает, а вечером произносит трогательную речь для молодожёнов. Последнее особенно впечатляет старшую сестру невесты Сару, и вот уже девушка оказывается с Найлзом наедине под звёздным небом. Но тут события принимают неожиданный поворот, и Сара вслед за своим новым приятелем заходит в загадочную пещеру, а на следующий день обнаруживает, что на календаре снова 9 ноября.",0
1027,"Далтон — легендарный вышибала, который приезжает в Джаспер, штат Миссури, чтобы восстановить порядок в небезопасном баре «Две двойки».",0
1028,"Это история о любви и предательстве, дружбе и одиночестве, борьбе за справедливость и победе над злом. Главный герой — полицейский Майкл, который борется со своими внутренними демонами, чтобы защитить свою семью от опасного преступника. Но когда его жена оказывается под угрозой, он должен сделать выбор между долгом и любовью.",1
1029,"Фантастический боевик о супергероях, сражающихся со злом во имя справедливости и мира на Земле.",1
1030,"Фильм о том, как молодой парень Джонни отправляется в путешествие по миру будущего, где люди стали рабами технологий. Ему предстоит столкнуться со множеством трудностей и опасностей, но главное — найти способ вернуть себе человечность и освободить свою любимую Алису из плена системы контроля.",1
1031,"Главной героиней этого фильма является молодая девушка, которая мечтает стать знаменитой актрисой. Она приезжает в Лос-Анджелес, надеясь пробиться в мир шоу-бизнеса. Однако её карьера начинается не так гладко, как она ожидала. Её первые роли оказываются неудачными, а сама она сталкивается с множеством трудностей и испытаний. Но несмотря ни на что, главная героиня продолжает идти вперёд и добиваться своих целей. Фильм показывает силу духа и стойкость человека, стремящегося достичь успеха в своём деле.",1
1032,"На вечеринке четверо старшеклассников, Джим, Кевин, Финч и Оз, выясняют, что никто из них еще не имел сексуального опыта с девушками. Приятели считают, что с коллективной девственностью надо обязательно расстаться до того, как они переступят порог колледжа. На носу школьный выпускной бал, и у друзей осталось совсем мало времени на то, чтобы выполнить задуманное.",0
1033,"1972 год. В отдалённой деревне внезапно и без видимых причин умирает девушка. Вскоре три дочери фермера, возвращаясь из школы, встречают женщину в чёрном, похожую на призрак, а позже одна из дочерей начинает вести себя ужасающе странно.",0
1034,"Американский Юг, на дворе 1960-е годы. Скитер только-только закончила университет и возвращается домой, в сонный городок Джексон, где никогда ничего не происходит. Она мечтает стать писательницей, вырваться в большой мир. Но для приличной девушки с Юга не пристало тешиться столь глупыми иллюзиями, приличной девушке следует выйти замуж и хлопотать по дому.",0
1035,"Сеул почти полностью разрушен мощным землетрясением, но один жилой комплекс оказывается невредимым. Спасительный островок надёжности заполоняют толпы выживших, и местные жители вскоре решают избавиться от незваных гостей. Они избирают лидера, проводят тайное голосование, по результатам которого выгоняют всех нерезидентов и устраивают идеальное общество с отрядами поддержания порядка, медперсоналом и добытчиками.",0
1036,"Этот фильм рассказывает историю молодого парня, который приезжает в небольшой городок, чтобы начать новую жизнь. Здесь он встречает необычных людей и сталкивается с различными проблемами. Его жизнь становится более насыщенной и интересной благодаря новым знакомствам и событиям. Фильм показывает, как важно быть открытым для новых возможностей и не бояться рисковать ради достижения своих целей.",1
1037,"Эта история про парня, который потерял работу из-за кризиса в экономике. Он вынужден искать новую работу, но это оказывается непросто. Однако, благодаря своему упорству и креативности, он находит необычную вакансию, которая позволяет ему проявить свои творческие способности. Это фильм о том, как важно быть открытым новым возможностям и не бояться рисковать ради достижения своих целей.",1
1038,"В поисках сакрального знания группа ученых отправляется в самые темные и неизведанные чертоги вселенной. Именно там, в отдаленных мирах, находясь на пределе своих умственных и физических возможностей, им предстоит вступить в безжалостную схватку за будущее всего человечества.",0
1039,"Фильм рассказывает историю девушки по имени Эмма, которая живет обычной жизнью до тех пор, пока ее родители не решают продать дом, где она выросла. Она начинает искать новые места жительства, но каждый раз сталкивается с проблемами. Однажды ей удается найти идеальное место для жизни — старый заброшенный особняк. Она начинает жить там одна, но вскоре обнаруживает, что кто-то уже поселился здесь раньше нее...",1
1040,"Фильм рассказывает историю молодого парня по имени Том, который после окончания школы решает отправиться в путешествие по миру. Во время своего путешествия он знакомится с разными людьми, посещает удивительные места и открывает для себя новые горизонты. Это увлекательное приключение помогает Тому понять, что самое главное в жизни — это быть самим собой и следовать своим мечтам. Фильм наполнен яркими эмоциями и вдохновляет зрителей на собственные открытия.",1
1041,"Это история любви и предательства, дружбы и измены. Главные герои встречаются случайно и их судьбы переплетаются навсегда. Они проходят через множество испытаний, чтобы сохранить свою любовь и верность друг другу.",1
1042,"В подвале старого дома обитает древняя ведьма-оборотень, лицо которой скрыто мешком. В ее силах дать возможность поговорить с ушедшими близкими, на две минуты приняв облик любого человека из мира мёртвых. Но если нарушить правило двух минут, зло попробует утащить провинившегося на тот свет. Девушка Айрис оказывается связана с нечистой силой, когда получает дом с ведьмой в наследство от отца. Теперь ей необходимо контролировать зловещую сущность и успеть понять, как уничтожить её, прежде чем она сама станет её жертвой.",0
1043,"Келлер Довер сталкивается с самым большим кошмаром каждого родителя: его шестилетняя дочь пропала вместе с подругой. Время бежит, девочки не возвращаются, и паника достигает своего предела. Единственная зацепка - обветшалый фургончик, который был припаркован на их улице, когда девочки играли во дворе. Детектив Локки, возглавляющий расследование, арестовывает его водителя, Алекса Джонса, но вскоре полиция вынуждена его отпустить из-за нехватки улик. Полиция медлит, а обезумевший от горя отец берет дело в свои руки. Но как далеко готов зайти Келлер в поисках девочек?",0
